Order ID,Customer ID,Store ID,Order Date,Full Name,Raw Total,Discount Amount,Order Total
311,1400,2,2016-07-12,Shayla Hart,3499.97998046875,571.296004606724,2928.68397586203
312,299,2,2016-07-13,Jame Riggs,2839.93994140625,152.796598554218,2687.14334285203
313,565,3,2016-07-14,Dagny Owen,5997.98999023438,419.859301103947,5578.13068913043
314,1019,2,2016-07-15,Janie Herrera,12860.9399414063,910.463400176985,11950.4765412293
315,1263,2,2016-07-16,Rufina Chandler,4680.97998046875,636.197006550387,4044.78297391836
316,670,2,2016-07-17,Shawnda Glover,4177.94995117188,591.24300197427,3586.70694919761
317,795,2,2016-07-17,Mariam Miranda,2888.9599609375,457.795001938865,2431.16495899864
318,1141,2,2016-07-17,Mallie Osborn,4539.94995117188,403.993499672316,4135.95645149956
319,941,2,2016-07-18,Danyell Dickerson,3310.94995117188,292.664798030485,3018.28515314139
320,1428,1,2016-07-19,Carola Johns,749.989990234375,74.9990001410097,674.990990093365
321,568,2,2016-07-19,Arcelia Vinson,8099.92993164063,1619.9860104678,6479.94392117283
322,924,2,2016-07-19,Lea Irwin,809.969970703125,126.895297099885,683.07467360324
323,1243,2,2016-07-19,Heide Reed,1739.9599609375,157.796598628724,1582.16336230878
324,480,2,2016-07-20,Garland Weaver,3467.94995117188,393.743499519579,3074.2064516523
325,848,2,2016-07-20,Ernestina Skinner,5489.9599609375,497.993501073025,4991.96645986447
326,1337,3,2016-07-20,Bernetta Summers,849.97998046875,75.9982992487967,773.981681219953
327,83,2,2016-07-21,Tiesha Daniel,4269.9599609375,240.897400029881,4029.06256090762
328,528,2,2016-07-23,Angele Schroeder,939.97998046875,93.9979994475543,845.981981021196
329,274,2,2016-07-24,Josh Shaw,6068.92993164063,367.82459948563,5701.105332155
330,622,2,2016-07-24,Gabriel Pitts,539.97998046875,26.9989994257539,512.980981042996
331,642,2,2016-07-24,Yang Roth,858,85.8000012785196,772.19999872148
332,659,2,2016-07-24,Antonetta Rocha,898,44.9000006690621,853.099999330938
333,779,2,2016-07-25,Major Merrill,5497.96997070313,442.857003000334,5055.11296770279
334,1112,2,2016-07-25,Hollis Rasmussen,6199.94995117188,489.994501930393,5709.95544924148
335,1193,2,2016-07-25,Phebe Soto,2239.9599609375,215.896299402666,2024.06366153483
336,1030,2,2016-07-26,Saran Moses,3449.97998046875,399.997003030732,3049.98297743802
337,1252,2,2016-07-26,Adriene Rollins,3348.98999023438,167.449502006911,3181.54048822746
338,1333,1,2016-07-28,Omega Huff,9120.93994140625,586.565700181986,8534.37424122426
339,1110,2,2016-07-28,Shirely Cantrell,1329.96997070313,79.9979992389381,1249.97197146419
340,963,2,2016-07-29,Anisha Lang,6968.93994140625,552.345603114167,6416.59433829208
341,1357,1,2016-07-31,Karren Lamb,599.97998046875,29.9989994704574,569.980980998293
342,806,2,2016-07-31,Reyes Merritt,4799.9599609375,761.995306317744,4037.96465461976
343,961,2,2016-07-31,Iva Wilcox,5890.94995117188,551.994502854265,5338.95544831761
344,750,2,2016-08-01,Romaine Salazar,1437.97998046875,130.35749883201,1307.62248163674
345,1299,2,2016-08-01,Shauna Edwards,1997.97998046875,166.798600298756,1831.18138016999
346,584,3,2016-08-01,Lynne Anderson,2267.9599609375,177.295798339193,2090.66416259831
347,1004,2,2016-08-02,Jerald Blackwell,299.989990234375,20.9992994058102,278.990690828565
348,907,3,2016-08-02,Daina Sampson,3701.9599609375,206.297599940577,3495.66236099692
349,30,1,2016-08-03,Jamaal Albert,1199.97998046875,239.995999669969,959.983980798781
350,31,1,2016-08-03,Williemae Holloway,2539.9599609375,158.997598833421,2380.96236210408
351,1307,1,2016-08-03,Cinda Rocha,8039.92993164063,557.793601659456,7482.13632998117
352,16,2,2016-08-03,Emmitt Sanchez,1950.97998046875,390.196001908123,1560.78397856063
353,1387,2,2016-08-03,Phylicia Stout,1499.97998046875,299.996000564039,1199.98397990471
354,551,3,2016-08-03,Jenine Crane,718.989990234375,76.4479991860389,642.541991048336
355,1011,3,2016-08-03,Sebrina Gross,1139.96997070313,97.7975987112313,1042.17237199189
356,1189,2,2016-08-04,Sheila Goodman,3769.9599609375,188.498000855714,3581.46196008179
357,14,3,2016-08-05,Garry Espinoza,4947.9599609375,269.1974006602,4678.7625602773
358,1042,2,2016-08-05,Larissa Hays,5977.93994140625,389.595600808212,5588.34434059804
359,441,2,2016-08-07,Dorthea Walker,15059.9399414063,2094.19321930521,12965.746722101
360,1300,2,2016-08-07,Clorinda Donovan,9639.93994140625,1706.99351908853,7932.94642231772
361,994,2,2016-08-08,Demarcus Reese,3720.94995117188,317.096000818849,3403.85395035303
362,187,1,2016-08-09,Hedwig Paul,749.989990234375,52.4992995399207,697.490690694454
363,834,3,2016-08-11,Brain Skinner,1939.94995117188,245.894297896546,1694.05565327533
364,373,2,2016-08-12,Mariette Trevino,999.97998046875,49.9989997684806,949.980980700269
365,981,2,2016-08-13,Christel Cardenas,1099.97998046875,76.9985989606321,1022.98138150812
366,1054,3,2016-08-13,Arielle Levine,4369.9599609375,469.994299276394,3899.96566166111
367,527,2,2016-08-14,Afton Juarez,4567.96997070313,288.397501856051,4279.57246884707
368,995,2,2016-08-14,Amina Salazar,5407.96997070313,960.24601040253,4447.72396030059
369,1285,1,2016-08-15,Garth Huff,3098,216.860000923276,2881.13999907672
370,758,2,2016-08-15,Raymonde Garcia,6799.9599609375,629.997006457999,6169.9629544795
371,891,2,2016-08-15,Ashlie Parrish,819.97998046875,163.995998537481,655.983981931269
372,132,2,2016-08-16,Boyd Irwin,3541.9599609375,270.146500607528,3271.81346032997
373,337,2,2016-08-16,Majorie Wyatt,5587.94995117188,468.596003076374,5119.3539480955
374,1313,1,2016-08-17,Dante Grimes,5548.98999023438,434.899302816686,5114.09068741769
375,536,2,2016-08-17,Christiane Bradford,8939.919921875,562.995599771091,8376.92432210391
376,825,2,2016-08-17,Kristel Byrd,2099.9599609375,164.996598020756,1934.96336291674
377,1355,2,2016-08-17,Thad Gilliam,2069.97998046875,108.898800249685,1961.08118021906
378,475,3,2016-08-17,Alec Peck,1199.97998046875,59.9989999174923,1139.98098055126
379,954,2,2016-08-18,Hassan Nash,3599.97998046875,329.997300045457,3269.98268042329
380,1156,2,2016-08-19,Han Wade,3961.96997070313,198.098501487054,3763.87146921607
381,1297,2,2016-08-19,Vanessa West,539.97998046875,37.7985987937391,502.181381675011
382,199,2,2016-08-20,Clelia Workman,5069.96997070313,498.897304596272,4571.07266610685
383,331,2,2016-08-20,Aleta Mack,2068.93994140625,139.425997836828,1929.51394356942
384,410,2,2016-08-20,Conception Slater,6369.93994140625,890.991504976027,5478.94843643022
385,1274,2,2016-08-20,Odette Moses,9469.94995117188,1678.89431924991,7791.05563192197
386,1362,2,2016-08-20,Christiana Gross,4999.94995117188,699.993003594771,4299.9569475771
387,451,3,2016-08-20,Jennette Wooten,449,89.8000013381243,359.199998661876
388,1080,3,2016-08-21,Mirella Duffy,3868.9599609375,437.996902538216,3430.96305839928
389,53,1,2016-08-22,Saturnina Garner,9228.94995117188,947.645408280297,8281.30454289158
390,576,3,2016-08-22,Shirely Stanley,11299.9599609375,724.997602499107,10574.9623584384
391,61,3,2016-08-23,Elinore Aguilar,5541.94995117188,731.393902780941,4810.55604839093
392,176,1,2016-08-23,Carley Reynolds,2539.9599609375,153.996999365047,2385.96296157245
393,368,2,2016-08-25,Alysha Powers,939.97998046875,187.995998895109,751.983981573641
394,522,1,2016-08-26,Tammera Fischer,1439.9599609375,242.993497273229,1196.96646366427
395,144,2,2016-08-26,Hans Price,269.989990234375,13.499499712877,256.490490521498
396,542,2,2016-08-27,Timothy Byers,2870.9599609375,369.196001595199,2501.7639593423
397,1437,2,2016-08-28,Son Warner,3999.98999023438,199.999502491944,3799.99048774243
398,447,1,2016-08-29,Chasidy Tran,5426.96997070313,346.347002231285,5080.62296847184
399,1001,2,2016-08-29,Lee Roman,4131.9599609375,220.097500838302,3911.8624600992
400,1295,2,2016-08-29,Alline Beasley,6099.94995117188,1076.99260800233,5022.95734316955
401,103,2,2016-08-30,Sylvie Wilkerson,3397.98999023438,679.598008173674,2718.3919820607
402,1335,2,2016-08-30,Corina Lynch,2860.9599609375,188.267398581786,2672.69256235571
403,578,1,2016-08-31,Salena Day,10189.9299316406,1846.99101873325,8342.93891290738
404,396,2,2016-08-31,Laverna Hernandez,5199.94995117188,499.994299648923,4699.95565152295
405,603,2,2016-08-31,Genevieve Juarez,5637.9599609375,747.594605464274,4890.36535547323
406,1380,2,2016-08-31,Eliz Lynch,2899.98999023438,579.998006689519,2319.99198354486
407,77,3,2016-09-01,Keri Bridges,1920.97998046875,186.047500330918,1734.93248013783
408,1071,1,2016-09-01,Shemeka Lyons,3806.96997070313,436.397902589431,3370.57206811369
409,416,2,2016-09-01,Luke Fuller,1999.9599609375,290.594798857202,1709.3651620803
410,1151,2,2016-09-01,Herminia Reyes,7599.94995117188,459.996002948224,7139.95394822365
411,261,1,2016-09-02,Ferne Kline,1949.96997070313,112.498299457413,1837.47167124571
412,1202,1,2016-09-02,Carmina Emerson,4978.97998046875,481.398305103463,4497.58167536529
413,717,2,2016-09-02,Kristofer Craig,7099.9599609375,439.997301684585,6659.96265925291
414,917,2,2016-09-03,Vernia Madden,5799.97998046875,579.998006689519,5219.98197377923
415,1265,2,2016-09-03,Bonita Marshall,3860.93994140625,501.192299203765,3359.74764220248
416,1377,2,2016-09-03,Johana Jacobson,1089.96997070313,92.7975986367255,997.172372066399
417,359,1,2016-09-04,Angie Powers,2139.9599609375,149.797197903383,1990.16276303412
418,88,2,2016-09-04,Titus Bullock,1149.97998046875,57.4989998802394,1092.48098058851
419,14,3,2016-09-04,Garry Espinoza,2999.98999023438,149.999501746885,2849.99048848749
420,72,1,2016-09-05,Petronila Norris,3917.9599609375,377.597002696946,3540.36295824055
421,240,1,2016-09-05,Le Deleon,7639.90991210938,1028.78589869957,6611.1240134098
422,398,2,2016-09-06,Suellen Mercado,1199.97998046875,59.9989999174923,1139.98098055126
423,1397,2,2016-09-06,Dewayne Herring,5378.94995117188,457.795602077791,4921.15434909408
424,67,1,2016-09-08,Tommie Melton,739.97998046875,50.4984992876425,689.481481181107
425,843,2,2016-09-08,Tessie Farmer,1458.96997070313,107.247598852047,1351.72237185108
426,944,2,2016-09-08,Tonja Henderson,2148.97998046875,184.899001778647,1964.0809786901
427,434,1,2016-09-09,Douglass Little,3359.93994140625,266.995197577435,3092.94474382882
428,1039,2,2016-09-09,Bee Baker,2911.96997070313,582.394002818972,2329.57596788415
429,153,3,2016-09-10,Laraine Robbins,11342.9299316406,1156.19331033548,10186.7366213051
430,272,2,2016-09-11,Deja Chaney,10360.919921875,1799.6573131622,8561.2626087128
431,1217,2,2016-09-11,Carlie Terrell,2447.94995117188,314.023597692469,2133.92635347941
432,169,1,2016-09-12,Karla Kirk,11097.9799804688,1019.59901421665,10078.3809662521
433,1062,2,2016-09-12,Jerri Guthrie,5468.96997070313,991.796010872662,4477.17395983046
434,726,2,2016-09-13,Rochell Cantrell,8129.94995117188,953.735106921734,7176.21484425014
435,77,3,2016-09-14,Keri Bridges,3718.97998046875,185.949001794294,3533.03097867446
436,791,2,2016-09-16,Yun Nelson,1299.97998046875,109.997499197684,1189.98248127107
437,1085,2,2016-09-16,Adam Thornton,6148.96997070313,307.448503116496,5841.52146758663
438,314,3,2016-09-16,Javier Nichols,7309.93994140625,436.99630073781,6872.94364066844
439,149,2,2016-09-17,Meredith Bryan,8939.9599609375,465.797603896835,8474.16235704066
440,882,2,2016-09-17,Hilda Harvey,6697.97998046875,468.858600628966,6229.12137983978
441,704,1,2016-09-18,Morton Barron,1079.97998046875,91.4982992935002,988.48168117525
442,667,2,2016-09-18,Etsuko Garrison,3339.93994140625,511.990597555512,2827.94934385074
443,1371,2,2016-09-18,Pandora Estes,1920.97998046875,186.047500330918,1734.93248013783
444,30,1,2016-09-19,Jamaal Albert,6227.93994140625,832.695907413325,5395.24403399293
445,362,2,2016-09-19,Olevia Noel,4899.96997070313,901.995308403906,3997.97466229922
446,399,2,2016-09-19,Bart Hess,1469.96997070313,137.996597841942,1331.97337286118
447,808,3,2016-09-20,Vallie Dixon,8599.9599609375,515.997303711143,8083.96265722636
448,101,2,2016-09-21,Nichelle Howell,1479.9599609375,73.9979991495311,1405.96196178797
449,492,2,2016-09-21,Justa Thompson,10807.9499511719,880.394101396726,9927.55584977515
450,575,2,2016-09-21,Laurence Christian,2420.96997070313,198.097800393675,2222.87217030945
451,1146,2,2016-09-21,Charlsie Carson,539.97998046875,26.9989994257539,512.980981042996
452,997,2,2016-09-22,Trinidad Mcclain,12080.9499511719,1094.04601239631,10986.9039387756
453,1028,2,2016-09-22,Shanna Bonner,4399.9599609375,834.993506094716,3564.96645484278
454,988,2,2016-09-23,Vanda Holmes,2639.93994140625,206.995598042557,2432.94434336369
455,1055,2,2016-09-23,Hildegarde Christensen,2999.98999023438,149.999501746885,2849.99048848749
456,1061,3,2016-09-23,Alanna Barry,1157.98999023438,81.0592996615142,1076.93069057286
457,1349,1,2016-09-24,Kami Rios,10278.9499511719,1000.29611027743,9278.65384089444
458,197,2,2016-09-25,Andy O'neill,5520.92993164063,865.889602344194,4655.04032929643
459,874,2,2016-09-25,Mila Good,1680.98999023438,336.198003056616,1344.79198717776
460,691,3,2016-09-25,Ladawn Downs,4786.96997070313,719.306006143182,4067.66396455994
461,853,2,2016-09-26,Brittney Rojas,8547.94995117188,946.795309071478,7601.1546421004
462,852,2,2016-09-27,Lezlie Thompson,1099.97998046875,109.997999685973,989.981980782777
463,964,3,2016-09-27,Brent Calderon,539.97998046875,37.7985987937391,502.181381675011
464,74,2,2016-09-28,Georgeann Waller,3999.98999023438,399.999004983887,3599.99098525049
465,1198,2,2016-09-28,Cheryll Snyder,1939.9599609375,193.995998984516,1745.96396195298
466,1440,2,2016-09-28,Ernest Rollins,11218.9499511719,858.69500791274,10360.2549432591
467,555,3,2016-09-28,Marry Benjamin,5076.96997070313,422.01700123097,4654.95296947216
468,1261,1,2016-09-29,Adelaida Hancock,10046.9699707031,549.798006239504,9497.17196446362
469,1089,2,2016-09-29,Chere Mcfadden,7559.94995117188,774.99330284467,6784.9566483272
470,641,1,2016-09-30,Derrick Marks,4318.96997070313,755.945506869934,3563.02446383319
471,697,1,2016-09-30,Alane Mccarty,809.969970703125,80.9969982772618,728.972972425863
472,468,2,2016-09-30,Jeanett Herman,1069.96997070313,106.996998664692,962.972972038433
473,549,2,2016-09-30,Elmo Arnold,599.989990234375,41.9992994952172,557.990690739158
474,553,1,2016-10-01,Rory Cooper,2578.98999023438,381.098003725678,2197.8919865087
475,241,2,2016-10-01,Manie Sanchez,2557.96997070313,400.053999462634,2157.91597124049
476,559,2,2016-10-01,Basilia Thornton,10901.919921875,1493.13221172503,9408.78771014997
477,449,1,2016-10-02,Josie Schultz,2018.98999023438,124.449000877872,1894.5409893565
478,304,2,2016-10-02,Jayme Zamora,539.97998046875,37.7985987937391,502.181381675011
479,984,2,2016-10-03,Ivette Warren,6968.9599609375,633.296305376542,6335.66365556096
480,686,1,2016-10-04,Darcel Harmon,4029.9599609375,213.497600390592,3816.46236054691
481,481,3,2016-10-04,Jayson Rutledge,7739.93994140625,791.992603680992,6947.94733772526
482,513,2,2016-10-05,Whitney Cash,539.97998046875,80.9969982772618,458.982982191488
483,703,1,2016-10-06,Diana Cobb,429,30.030000127852,398.969999872148
484,421,2,2016-10-06,Iola Rasmussen,10619.9399414063,781.494506274082,9838.44543513217
485,465,2,2016-10-06,Birdie Kramer,1469.96997070313,86.9979993432462,1382.97197135988
486,709,2,2016-10-06,Vinnie Chan,3599.96997070313,239.99829968093,3359.97167102219
487,827,2,2016-10-06,George Pickett,469.989990234375,93.9979994475543,375.991990786821
488,921,2,2016-10-06,Evelin Vargas,1409.94995117188,81.2970979770735,1328.6528531948
489,899,3,2016-10-06,Carisa Carpenter,3599.97998046875,359.998003411263,3239.98197705749
490,876,2,2016-10-07,Onita Macdonald,1659.94995117188,134.796097797708,1525.15385337417
491,1048,1,2016-10-08,Ji Burt,7599.93994140625,1279.99401321402,6319.94592819223
492,191,1,2016-10-09,Graciela Barber,1609.9599609375,130.996498534031,1478.96346240347
493,796,1,2016-10-09,Rosalie Coffey,2027.97998046875,101.3990005344,1926.58097993435
494,875,2,2016-10-09,Tanesha Sawyer,299.989990234375,29.9989994704574,269.990990763918
495,712,1,2016-10-10,Kecia Olsen,3269.97998046875,203.997500598393,3065.98247987036
496,193,2,2016-10-10,Ayanna Rhodes,1109.9599609375,194.992996069685,914.966964867815
497,785,2,2016-10-10,Kandis Mills,999.97998046875,69.9985989308298,929.98138153792
498,1331,2,2016-10-10,Divina Reeves,2368.97998046875,173.928299367708,2195.05168110104
499,260,1,2016-10-11,Rodrick Shelton,3950.93994140625,601.291300068971,3349.64864133728
500,148,2,2016-10-11,Julee Woodard,1369.96997070313,108.996998694494,1260.97297200863
501,977,2,2016-10-11,Barton Cox,3567.9599609375,239.896898759282,3328.06306217822
502,401,3,2016-10-12,Shaunda Barnett,269.989990234375,13.499499712877,256.490490521498
503,932,2,2016-10-13,Yvonne Bean,2088.97998046875,115.248599947834,1973.73138052092
504,1381,1,2016-10-14,Mercedez Brooks,2599.9599609375,184.996999826983,2414.96296111052
505,721,2,2016-10-14,Erlinda Osborne,599.989990234375,119.997999834985,479.99199039939
506,831,2,2016-10-14,Lory Berg,4499.97998046875,329.998300276977,4169.98168019177
507,1378,1,2016-10-15,Enoch Rosario,5101.93994140625,325.895600157031,4776.04434124922
508,1359,2,2016-10-15,Octavia Donaldson,6897.9599609375,354.89780276743,6543.06215817007
509,235,2,2016-10-16,Jeromy Elliott,6399.9599609375,409.995001226589,5989.96495971091
510,586,2,2016-10-17,Ulysses Gaines,429,42.9000006392598,386.09999936074
511,377,2,2016-10-18,Klara Mosley,809.969970703125,53.9979988515079,755.971971851617
512,8,2,2016-10-19,Jacquline Duncan,269.989990234375,18.8992993968695,251.090690837505
513,155,2,2016-10-19,Lory Page,4569.96997070313,354.996598765814,4214.97337193731
514,927,2,2016-10-19,Guillermo Hart,1756,239.660002931952,1516.33999706805
515,986,2,2016-10-19,Marcel Lindsay,5060.93994140625,516.092898670649,4544.8470427356
516,111,2,2016-10-21,Shila White,6641.96997070313,464.197504475675,6177.77246622745
517,613,2,2016-10-21,Margene Eaton,539.97998046875,37.7985987937391,502.181381675011
518,1374,1,2016-10-22,Juliane Dillard,9263.89990234375,869.428599317813,8394.47130302594
519,54,2,2016-10-22,Fran Yang,6567.94995117188,502.496804012616,6065.45314715926
520,639,2,2016-10-23,Ronald Parsons,2698.97998046875,278.427000065103,2420.55298040365
521,664,2,2016-10-23,Augustus Schmidt,1590.97998046875,318.19600083524,1272.78397963351
522,724,2,2016-10-23,Lois Steele,6609.94995117188,457.296698867957,6152.65325230392
523,1056,2,2016-10-24,Rebbecca Espinoza,4991.93994140625,488.194100618885,4503.74584078736
524,569,1,2016-10-25,Lucas Estes,8030.93994140625,925.164906063026,7105.77503534322
525,1315,1,2016-10-26,Omega Johnston,8488.9599609375,640.697201642084,7848.26275929542
526,1096,2,2016-10-26,Tonda Webb,4599.94995117188,430.595801919942,4169.35414925193
527,506,1,2016-10-27,Irving Pitts,10246.9699707031,1887.75402160129,8359.21594910184
528,676,2,2016-10-28,Gayle Wilkinson,539.97998046875,26.9989994257539,512.980981042996
529,753,2,2016-10-28,Mandi Gibbs,1099.97998046875,76.9985989606321,1022.98138150812
530,773,2,2016-10-28,Yolando Wade,5339.94995117188,465.994299216789,4873.95565195509
531,116,3,2016-10-28,Merlene Vinson,2069.9599609375,348.993298284915,1720.96666265259
532,817,2,2016-10-29,Zelda Pratt,2607.96997070313,355.054999768659,2252.91497093447
533,1334,2,2016-10-29,Ashleigh Finch,6048.9599609375,1024.79551087611,5024.16445006139
534,1406,2,2016-10-29,Farrah Orr,8389.92993164063,489.495302145418,7900.43462949521
535,835,3,2016-10-29,Roseanne Maynard,1619.9599609375,134.496498586185,1485.46346235131
536,759,1,2016-10-31,Cira Downs,2389.94995117188,175.89629880662,2214.05365236526
537,1353,1,2016-10-31,Agatha Daniels,4006.96997070313,393.245501465283,3613.72446923784
538,341,2,2016-11-02,Delana Scott,1499.97998046875,299.996000564039,1199.98397990471
539,1144,2,2016-11-02,Jewel Sparks,6839.94995117188,652.79610551651,6187.15384565537
540,1429,1,2016-11-03,Lorrie Justice,2248.9599609375,206.896599315667,2042.06336162183
541,1228,1,2016-11-04,Zulema Clemons,539.97998046875,26.9989994257539,512.980981042996
542,313,2,2016-11-04,Melani Jarvis,5697.9599609375,779.594005757481,4918.36595518002
543,62,2,2016-11-06,Alica Hunter,2148.96997070313,249.797000792578,1899.17296991055
544,321,2,2016-11-06,Chere Hardin,1248.97998046875,83.89900027363,1165.08098019512
545,1108,3,2016-11-08,Bao Wade,3219.93994140625,426.891897206804,2793.04804419945
546,470,2,2016-11-09,Loise Walker,3555.98999023438,285.759002612516,3270.23098762186
547,20,3,2016-11-09,Aleta Shepard,7682.9599609375,900.196009507716,6782.76395142978
548,739,2,2016-11-11,Bobbi Banks,5161.96997070313,415.337601340392,4746.63236936273
549,64,3,2016-11-12,Bobbie Foster,6669.93994140625,391.09560039098,6278.84434101527
550,892,2,2016-11-12,Alissa Craft,2899.98999023438,144.99950167238,2754.990488562
551,1169,2,2016-11-12,Beatris Joyner,5621.93994140625,956.390804819931,4665.54913658632
552,1282,2,2016-11-12,Alexis Mack,2946.96997070313,544.494002254218,2402.47596844891
553,913,3,2016-11-12,Liliana Kerr,1997.97998046875,156.358299590927,1841.62168087782
554,104,1,2016-11-13,Katharina Bates,8069.94995117188,1313.49411232077,6756.45583885111
555,212,2,2016-11-13,Buford Bridges,6999.9599609375,843.995607385585,6155.96435355192
556,61,3,2016-11-13,Elinore Aguilar,6399.96997070313,1219.99501329653,5179.9749574066
557,1248,2,2016-11-14,Bethany Herring,7548.97998046875,754.898009295732,6794.08197117302
558,1443,2,2016-11-15,Lezlie Lamb,11237.9499511719,865.856603846514,10372.0933473254
559,959,1,2016-11-16,Christel Barber,9529.94995117188,712.995600367138,8816.95435080474
560,1405,2,2016-11-18,Thanh Figueroa,1799.96997070313,149.997499793731,1649.97247090939
561,90,2,2016-11-19,Marjorie Logan,3687.96997070313,201.558500899352,3486.41146980377
562,942,2,2016-11-19,Davis Long,1599.96997070313,99.9980988895759,1499.97187181355
563,365,2,2016-11-20,Rodger Rojas,1928.9599609375,170.445998633593,1758.51396230391
564,1058,2,2016-11-20,Aisha Woods,3429.97998046875,685.996006315887,2743.98397415286
565,894,2,2016-11-21,Nathaniel Richard,4877.96997070313,382.697503261231,4495.27246744189
566,298,1,2016-11-22,Jennie Middleton,11439.9299316406,1964.98961830483,9474.9403133358
567,1430,1,2016-11-22,Tayna Wade,4320.97998046875,692.467306697634,3628.51267377112
568,1275,1,2016-11-23,Lenita Bonner,2869.98999023438,143.499501650028,2726.49048858435
569,707,2,2016-11-23,Terese Briggs,1699.96997070313,139.997499644719,1559.97247105841
570,989,2,2016-11-23,Loreen Byers,5829.93994140625,739.522503360994,5090.41743804526
571,5,1,2016-11-24,Charolette Rice,5899.97998046875,444.998505166151,5454.9814753026
572,178,2,2016-11-24,Genoveva Tyler,4901.94995117188,776.393505221508,4125.55644595037
573,423,2,2016-11-24,Johna Powers,749.989990234375,149.998000282019,599.991989952356
574,833,2,2016-11-26,Leone Emerson,6201.90991210938,422.09249896545,5779.81741314393
575,33,1,2016-11-27,Deloris Burke,6349.96997070313,515.996600047314,5833.97337065581
576,1272,1,2016-11-27,Houston Vasquez,2999.98999023438,299.999003493771,2699.9909867406
577,445,2,2016-11-27,Earline Ballard,1999.97998046875,399.996002054155,1599.9839784146
578,819,2,2016-11-27,Yahaira Robertson,5767.94995117188,983.791305962381,4784.15864520949
579,160,3,2016-11-27,Omer Estrada,8469.96997070313,493.997004431441,7975.97296627168
580,581,1,2016-11-30,Vonda Berger,8718.92993164063,894.889898606411,7824.04003303421
581,688,1,2016-12-03,Pearlie Cochran,3599.97998046875,251.99859970569,3347.98138076306
582,32,1,2016-12-04,Araceli Golden,3956,679.660009488463,3276.33999051154
583,792,2,2016-12-04,Edgar Horn,1059.97998046875,211.995999252737,847.983981216013
584,1209,2,2016-12-04,Deandrea Cox,5148.94995117188,370.926398771374,4778.0235524005
585,1219,2,2016-12-04,Alden Atkinson,4076.96997070313,592.898106159852,3484.07186454327
586,1306,2,2016-12-04,America Swanson,3961.9599609375,456.194000938445,3505.76595999905
587,487,1,2016-12-06,Grace Madden,1568.96997070313,118.946998842761,1450.02297186036
588,102,2,2016-12-06,Marisol Goodman,3397.98999023438,276.857999864191,3121.13199037018
589,719,2,2016-12-06,Nicki Fry,1059.97998046875,52.9989998131841,1006.98098065557
590,990,2,2016-12-06,Casimira Chapman,8891.919921875,691.193303309587,8200.72661856541
591,1211,2,2016-12-06,Brenton Whitaker,3699.93994140625,259.995999967992,3439.94394143826
592,1232,2,2016-12-06,Jong Guthrie,2037.96997070313,146.857499077879,1891.11247162525
593,50,3,2016-12-07,Cleotilde Booth,2499.96997070313,234.997300492492,2264.97267021063
594,1318,3,2016-12-07,Tisha Petty,1139.96997070313,86.9979993432462,1052.97197135988
595,538,1,2016-12-08,Sherie Ayala,7546.9599609375,504.287600441852,7042.67236049565
596,952,1,2016-12-08,Aileen Marquez,4920.9599609375,276.047001183733,4644.91295975377
597,1121,2,2016-12-08,Shasta Combs,2657.98999023438,297.599302409884,2360.39068782449
598,40,1,2016-12-09,Ronna Butler,7269.94995117188,400.996601760948,6868.95334941093
599,1,2,2016-12-09,Debra Burks,9937.94995117188,738.794305218977,9199.1556459529
600,624,2,2016-12-09,Sharika Colon,4997.96997070313,726.856605947578,4271.11336475555
601,683,2,2016-12-09,Amparo Burks,1099.97998046875,219.995999371946,879.983981096804
602,823,2,2016-12-09,Tina Bush,3701.9599609375,237.937599233368,3464.02236170413
603,1032,2,2016-12-09,Vernon Knowles,3449.97998046875,328.498302825075,3121.48167764367
604,96,2,2016-12-10,Floretta Higgins,9097.97998046875,1416.85601489836,7681.12396557039
605,1208,2,2016-12-10,Leila Barr,3669.94995117188,525.623000661924,3144.32695050995
606,18,2,2016-12-11,Georgetta Hardin,1837.97998046875,232.895999564171,1605.08398090458
607,309,2,2016-12-11,Anderson Martin,4831.94995117188,931.29130518007,3900.65864599181
608,1103,1,2016-12-12,Ardelia Cooley,14349.9499511719,2014.9930231898,12334.9569279821
609,896,2,2016-12-12,Stefani Gamble,7409.9599609375,694.526005288899,6715.4339556486
610,711,2,2016-12-13,Jovita Bishop,4847.9599609375,411.356600985491,4436.60335995201
611,1073,2,2016-12-15,Leeanne Cross,1199.97998046875,83.9985989904344,1115.98138147832
612,634,2,2016-12-16,Taylor Cole,1568.96997070313,204.025998814344,1364.94397188878
613,1159,2,2016-12-17,Charlene Norris,7447.96997070313,683.39730713692,6764.5726635662
614,654,1,2016-12-18,Eun Harris,718.989990234375,58.3995003819391,660.590489852436
615,560,3,2016-12-19,Tricia Daniels,3818.9599609375,316.466800338288,3502.49316059921
616,1444,2,2016-12-20,Ivette Estes,1749.96997070313,349.993999355942,1399.97597134718
617,118,2,2016-12-21,Le Wood,4421.9599609375,447.334598887497,3974.62536205
618,131,2,2016-12-21,Tanesha Hampton,2538.98999023438,203.4693010959,2335.52068913848
619,454,2,2016-12-22,Terese Palmer,499.989990234375,34.9992994654149,464.99069076896
620,466,2,2016-12-22,Collen Hayes,2641.97998046875,528.396003967464,2113.58397650129
621,1157,2,2016-12-23,Anton Barton,858,60.0600002557039,797.939999744296
622,1398,2,2016-12-23,Nevada Hood,8497.96997070313,809.697905171803,7688.27206553132
